[ID],label,statement,subject(s),speaker,speaker's job title,state info,party affiliation,venue
4373,TRUE,"Over the last 10 years, incomes for the top 1 percent have grown. Meanwhile, the bottom half of the country, theyve seen their wages stagnate.","economy,pundits,abc-news-week",donna-brazile,Political commentator,"Washington, D.C.",democrat,"a roundtable discussion on ABC's ""This Week"""
2840,FALSE,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""","energy,oil-spill,abc-news-week",donna-brazile,Political commentator,"Washington, D.C.",democrat,a discussion on ABC's 'This Week'
44,FALSE,U.S. Rep. Lloyd Doggett is the most liberal man in the United States Congress.,"bipartisanship,candidates-biography",donna-campbell,Physician,Texas,republican,a speech
2140,TRUE,"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.","cap-and-trade,climate-change,economy,health-care,message-machine",donna-campbell,Physician,Texas,republican,an ad
571,FALSE,74 percent of Republicans support the Affordable Care Act.,"health-care,polls",donna-edwards,U.S. House of Representatives,Maryland,democrat,"a roundtable discussion on CNN's ""State of the Union"""
596,TRUE,Says legislative cuts mean Texas is spending on average $500 less per student.,"education,state-budget",donna-howard,Texas House Representative,Texas,democrat,remarks at a Texas Capitol rally
3709,TRUE,Says abortions are decreasing.,abortion,donna-howard,Texas House Representative,Texas,democrat,a Texas Tribune interview.
1810,TRUE,Child care costs in some states now exceed the average price tag for college tuition.,"children,education,families",donna-howard,Texas House Representative,Texas,democrat,a press conference by Austin Democrats
3582,TRUE,A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,"guns,market-regulation",donna-seidel,"State Assembly, District 85",Wisconsin,democrat,a press release
3042,FALSE,The $290 million structural surplus in the 2011-13 Wisconsin budget is not real because it is based on the assumption that Congress will reinstate the estate tax.,state-budget,donna-seidel,"State Assembly, District 85",Wisconsin,democrat,an interview
4071,TRUE,"Among Milwaukee Public Schools students, 86 percent are behind in reading and 80 percent are behind in math.","city-government,education,poverty",don-pridemore,nan,nan,republican,a news conference
1580,TRUE,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.","children,education",don-willett,"Justice, Place 2, Texas Supreme Court",Texas,republican,the majority Texas Supreme Court opinion in Texas school finance case
1617,FALSE,Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.,"diversity,public-health",don-young,U.S. House of Representatives,Alaska,republican,a speech in Alaska
1070,FALSE,Georgia has the most lax gun laws in the nation.,guns,donzella-james,State Senator,Georgia,democrat,a speech
1891,TRUE,This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].,"education,immigration,states",doreen-costa,State Representative,Rhode Island,republican,a radio talk show.
3497,FALSE,The studies have shown us that [drug testing for welfare recipients] will be saving us money,"children,drugs,economy,families,florida,government-regulation,hunger,marijuana,poverty,state-budget,state-finances",doreen-costa,State Representative,Rhode Island,republican,a radio interview
1564,FALSE,"During the Eisenhower Administration, not a single soldier died in combat.","foreign-policy,history,military",doris-kearns-goodwin,Historian and author,Massachusetts,none,"an appearance on NBC's ""Meet the Press"""
192,FALSE,On implementing a sales tax.,"message-machine,taxes",doug-ainge,high school teacher,Oregon,democrat,a television ad
3890,FALSE,"Holding up a BlackBerry, McCain campaign adviser says, ""youre looking at the miracle John McCain helped create.""","candidates-biography,technology",douglas-holtz-eakin,nan,nan,republican,a conversation with reporters.
2149,FALSE,"Georgia Secretary of State Brian Kemp is a ""career politician.""",public-service,doug-macginnitie,Sandy Springs City Councilman,Georgia,republican,a campaign flier
3464,FALSE,Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges.,pensions,doug-miller,Businessman,Texas,republican,a Texas House floor debate.
2205,TRUE,Says Sen. Rand Pauls 2011 budget included a big cut in the CDC.,"ebola,federal-budget,public-health",doug-muder,nan,nan,democrat,a post on the Weekly Sift blog
3829,FALSE,Says Rick Perry said theres an administrator for every teacher in Texas public schools.,"education,state-budget,state-finances",doug-otto,"Superintendent, Plano Independent School District",Texas,none,a radio interview.
978,FALSE,Says your Legislative Assembly was within one vote of enacting each of those bills into Oregon law.,guns,doug-whitsett,state senator,Oregon,republican,a guest column 
1006,TRUE,"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.","crime,guns",doug-whitsett,state senator,Oregon,republican,a guest column
4733,TRUE,"""Drug Regulatory Authority of Pakistan (DRAP) increases prices of 146 essential medicines.""",Healthcare,DRAP Official,Regulator,Federal,N/A,Notification
4781,TRUE,"""Drug Regulatory Authority of Pakistan (DRAP) increases prices of 146 essential medicines.""",Healthcare,DRAP Official,Regulator,Federal,N/A,Notification
1604,TRUE,"Says he ""fought against $3 billion in cuts to public education since 2003.""",education,dubose-porter,nan,Georgia,democrat,for DuBose Porter's gubernatorial campaign
2932,FALSE,There is a 34 percent increase in violent crime in the state of California. And thats just within the last year.,crime,duf-sundheim,Candidate for U.S. Senate,California,republican,a debate
4710,TRUE,"""MDCAT exam reconducted in Sindh following proof of paper leakage.""",Education,DUHS,University,Sindh,N/A,Press Release
1927,TRUE,Guantanamo detainees get taxpayer-paid-for prayer rugsthey had honey-glazed chicken and rice pilaf.,terrorism,duncan-hunter,U.S. representative,California,republican,"a debate in Durham, N.H."
3154,TRUE,"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children.",health-care,duncan-hunter,U.S. representative,California,republican,"Des Moines, Iowa"
2467,FALSE,"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.",history,duncan-hunter,U.S. representative,California,republican,a Fox News interview
1679,FALSE,Richmond is the most vegan-friendly city.,"pop-culture,recreation",dwight-jones,"Mayor, City of Richmond",Virginia,democrat,a speech.
2744,TRUE,Marijuana is less addictive than both alcohol and tobacco.,"drugs,marijuana",earl-blumenauer,U.S. representative,Oregon,democrat,a website statement
1920,TRUE,The city of Portland has won more national Constitution contests than any city in America.,"debates,education",earl-blumenauer,U.S. representative,Oregon,democrat,a forum 
4126,FALSE,Says Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited.,"campaign-finance,congress,taxes",earl-blumenauer,U.S. representative,Oregon,democrat,a U.S. Ways and Means hearing
1934,TRUE,Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.,"agriculture,federal-budget",earl-blumenauer,U.S. representative,Oregon,democrat,in a news release
2839,FALSE,Oregon leads the nation in number of jobs per capita in manufacturing.,jobs,econorthwest-economics-finance-planning,nan,Oregon,organization,a paper for the Oregon Business Plan
4743,TRUE,"""PTI backed independent candidates win the majority of seats in Khyber Pakhtunkhwa assembly.""",Politics,ECP,Election Commission,KPK,PTI,Official Results
4681,TRUE,"""ECP suspends membership of 150+ parliamentarians for failing to submit asset details.""",Politics,ECP,Election Commission,Federal,N/A,Notification
4791,TRUE,"""PTI backed independent candidates win the majority of seats in Khyber Pakhtunkhwa assembly.""",Politics,ECP,Election Commission,KPK,PTI,Official Results
119,FALSE,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,"china,jobs,message-machine-2012",edd-houck,nan,Virginia,democrat,a TV ad.
1313,FALSE,Studies have shown that voter fraud is non-existent in Texas.,"crime,elections",eddie-bernice-johnson,U.S. Representative ,Texas,democrat,an opinion column in Fort Worth Star-Telegram
3044,TRUE,"In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.",social-security,eddie-bernice-johnson,U.S. Representative ,Texas,democrat,a speech on the House floor.
4043,TRUE,Nearly 40 percent of his McAllen-area constituents suffer from obesity.,"poverty,public-health",eddie-lucio-jr,Advertising executive,Texas,democrat,remarks at Southern Obesity Summit
3706,TRUE,"Were losing almost 6,000 state jobs.","jobs,state-budget",eddie-rodriguez,Texas House Representative,Texas,democrat,remarks to the Central Texas Democratic Forum
1557,FALSE,Says Texas is the only state that exempts jet fuel from its state motor fuels tax.,"state-budget,state-finances,taxes",eddie-rodriguez,Texas House Representative,Texas,democrat,a forum.
3198,FALSE,Wisconsins Supreme Court justices are deciding fewer opinions in civil and criminal cases than they used to.,"criminal-justice,legal-issues,supreme-court",ed-fallone,nan,nan,none,an interview
303,FALSE,Ohioans want an end to pay-to-play politics.,"crime,criminal-justice,ethics",ed-fitzgerald,Cuyahoga County executive,Ohio,democrat,an email announcing his gubernatorial campaign kickoff
912,TRUE,Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.,education,ed-fitzgerald,Cuyahoga County executive,Ohio,democrat,a campaign speech
1030,FALSE,Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: It is necessary to eliminate unions in order to balance future budgets.,"labor,state-budget",ed-garvey,"Attorney, blogger",Wisconsin,democrat,a newspaper column and blog post
3961,FALSE,Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,"city-government,government-efficiency,labor,state-budget",ed-garvey,"Attorney, blogger",Wisconsin,democrat,a blog posting
2603,TRUE,On immigration reform,"immigration,public-safety,voting-record",ed-gillespie,Republican strategist,"Washington, D.C.",republican,interviews
444,TRUE,"For the first time in over 40 years, Republicansdont hold a single statewide office in Virginia.","elections,history",ed-gillespie,Republican strategist,"Washington, D.C.",republican,a speech
652,TRUE,Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,"debt,federal-budget,taxes,voting-record",ed-gillespie,Republican strategist,"Washington, D.C.",republican,a web ad.
4248,FALSE,Says Mark Warner told PolitiFact Nationals Lie of the Year in 2013.,"health-care,message-machine-2014",ed-gillespie,Republican strategist,"Washington, D.C.",republican,a TV ad.
1072,FALSE,"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.","climate-change,economy,environment,market-regulation",ed-gillespie,Republican strategist,"Washington, D.C.",republican,a TV interview.
1154,FALSE,More businesses are closing than opening in Virginia today.,"corporations,economy,small-business",ed-gillespie,Republican strategist,"Washington, D.C.",republican,a Facebook post.
4790,FALSE,"""Maryam Nawaz was slapped by a fervent supporter during a rally.""",Politics,Edited Video,N/A,Punjab,PTI Opponent,Facebook
4742,FALSE,"""Maryam Nawaz was slapped by a fervent supporter during a rally.""",Politics,Edited Video,N/A,Punjab,PTI Opponent,Facebook
4579,FALSE,"""Snowfall reported in Karachi's Clifton area for the first time in history.""",Weather,Edited Video,N/A,Sindh,None,Instagram
1476,FALSE,"Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol.","Alcohol,children,drugs,marijuana",edith-ajello,Rhode Island State Representative,Rhode Island,democrat,an interview with The Providence Journal
556,TRUE,Nearly half of all pregnancies in the U.S. are unintended.,"abortion,census,children,families,health-care,public-health,women",edith-ajello,Rhode Island State Representative,Rhode Island,democrat,commentary piece
3948,TRUE,Most voters prefer zombies to the current U.S. Congress.,congress,ed-lindsey,State Representative,Georgia,republican,a press release
3816,TRUE,Bob Barr has changed his position on the Defense of Marriage Act over the years.,marriage,ed-lindsey,State Representative,Georgia,republican,a news release
4004,TRUE,Georgia has recovered more than $60 million that was lost to Medicaid fraud,medicaid,ed-lindsey,State Representative,Georgia,republican,press release
1950,FALSE,"Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.","labor,pundits,state-budget",ed-schultz,MSNBC television host,nan,none,a statement on his television talk show
2107,TRUE,The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,guns,edward-flynn,nan,nan,none,a news conference
2949,TRUE,Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of a postage stamp a day.,"energy,environment",edward-markey,nan,nan,democrat,a press release.
152,FALSE,Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,"candidates-biography,elections,environment,legal-issues",edwin-pacheco,Democratic party chairman,Rhode Island,democrat,a press release from the Rhode Island Democratic Party
1423,FALSE,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,"city-government,government-regulation,message-machine-2012,market-regulation,water",eileen-brady,nan,nan,democrat,a debate 
2895,FALSE,Says Many people Ive talked to are angry that because of City Hall inaction we may have to spend a needless $500 million to cover and treat our pure drinking water.,"city-government,water",eileen-brady,nan,nan,democrat,in a speech
3137,TRUE,Says she is co-owner of Celilo Group Media.,"job-accomplishments,message-machine-2012",eileen-brady,nan,nan,democrat,a debate
4015,FALSE,"Most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals.","animals,children,crime,public-safety",ej-finocchio,"President, Rhode Society for the Prevention of Cruelty to Animals",Rhode Island,newsmaker,a television interview
2765,TRUE,"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",ethics,elaine-phillips,State Senate Candidate,New York,republican,a post on Facebook
485,FALSE,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,"kagan-nomination,supreme-court",elena-kagan,U.S. solicitor general,New York,democrat,a law review article
1096,TRUE,The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,"federal-budget,financial-regulation,market-regulation",elijah-cummings,U.S. Representativej,Maryland,democrat,a congressional subcommittee hearing
2256,TRUE,AIG said they were giving $57 million (in retention payments) to people who were being terminated.,economy,elijah-cummings,U.S. Representativej,Maryland,democrat,in a TV interview
3035,FALSE,A Census Bureau worker says he was told to skew information to bring the unemployment rate down as we headed into an election season.,"census,jobs",elisabeth-hasselbeck,"Host, ""Fox and Friends""",nan,none,"comments on Fox News Channel's ""Fox and Friends"""
3939,FALSE,On resigning from the Texas Railroad Commission.,elections,elizabeth-ames-jones,nan,Texas,republican,a statement announcing her departure from the commission
2438,TRUE,"If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.","health-care,public-health",elizabeth-cohen,CNN senior medical correspondent,nan,journalist,an interview with Anderson Cooper
3016,TRUE,Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.,health-care,elizabeth-roberts,Lieutenant Governor,Rhode Island,democrat,a TV interview
3833,TRUE,More than 30 cents of every state tax dollar goes to Medicaid.,"debt,disability,economy,families,government-efficiency,health-care,medicaid,poverty,state-budget,state-finances,taxes",elizabeth-roberts,Lieutenant Governor,Rhode Island,democrat,a presentation to the Reinventing Medicaid Working Group
623,TRUE,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",housing,ellen-rosenblum,nan,nan,democrat,an opinion article
1076,TRUE,More than half of the births in Texas are paid for by Medicaid.,"children,medicaid",elliott-naishtat,Attorney,Texas,democrat,an oped column.
298,TRUE,Says Austin is the largest city in America without a congressional district anchored in it.,redistricting,elliott-naishtat,Attorney,Texas,democrat,a Texas House floor debate.
778,FALSE,Tampa is the strip club capital of the world.,"economy,pop-culture",ellyn-bogdanoff,state representative,Florida ,republican,a hearing in Tallahassee
3635,FALSE,The error rates for the Fulton County elections department are well below the average.,elections,emma-darnell,Fulton County Commissioner,Georgia,democrat,a meeting
2567,FALSE,The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.,"gambling,jobs",enough-already-wisconsin-inc,nan,nan,none,a tweet
255,FALSE,"In countries where there are higher, more strict gun laws, there is more gun violence.",guns,eric-bolling,"Co-host on Fox News Channel's ""The Five""",nan,none,"a broadcast of ""The Five"" on Fox News"
3194,FALSE,On sequestration,"debt,federal-budget",eric-cantor,House Majority Leader,Virginia,republican,a debate.
433,TRUE,The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.,"deficit,federal-budget",eric-cantor,House Majority Leader,Virginia,republican,a letter to the editor of the Richmond Times-Dispatch
3099,FALSE,Harry Reids plan is basically giving the president a blank check.,"deficit,federal-budget",eric-cantor,House Majority Leader,Virginia,republican,a TV interview.
3973,TRUE,Wayne Powell has a stated position of having no objection to taking `In God We Trust off of U.S. currency.,religion,eric-cantor,House Majority Leader,Virginia,republican,an email.
4499,FALSE,"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow.""","economy,stimulus",eric-cantor,House Majority Leader,Virginia,republican,an interview on the Fox News Channel.
4327,TRUE,There is a situation in this country where youre nearing 50 percent of people who dont even pay income taxes.,taxes,eric-cantor,House Majority Leader,Virginia,republican,"an appearance on CNBC's ""Squawk Box"""
320,FALSE,"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.","economy,stimulus",eric-cantor,House Majority Leader,Virginia,republican,an interview on the Fox News Channel.
2599,FALSE,The 2009 stimulus bill failed to get people back to work.,"jobs,stimulus",eric-cantor,House Majority Leader,Virginia,republican,a news conference.
2346,FALSE,The health care law is job killing.,"economy,health-care",eric-cantor,House Majority Leader,Virginia,republican,a bill introduced on the House floor.
1507,FALSE,"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat.",immigration,eric-cantor,House Majority Leader,Virginia,republican,a campaign email.
3663,TRUE,"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.","medicare,social-security",eric-cantor,House Majority Leader,Virginia,republican,a TV appearance.
4309,TRUE,Collectively states are spending more on Medicaid than they do on K-12 education.,"education,medicaid,state-budget",eric-cantor,House Majority Leader,Virginia,republican,a speech.
1235,FALSE,On disaster aid offsets,"deficit,federal-budget,weather",eric-cantor,House Majority Leader,Virginia,republican,a TV interview.
523,TRUE,Small businesses create 70 percent of the jobs in America.,"economy,jobs,small-business",eric-cantor,House Majority Leader,Virginia,republican,a news release.
1933,TRUE,"If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.","federal-budget,jobs",eric-cantor,House Majority Leader,Virginia,republican,a Town Hall conversation.
3285,FALSE,Mickey Mouse was registered to vote (in Florida).,elections,eric-eisnaugle,State Representative,Florida,republican,comments made on the House floor
2034,FALSE,"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.",taxes,eric-greitens,gubernatorial candidate,Missouri,republican,a gubernatorial debate
2261,TRUE,"Last year, we saw the first reduction in the federal prison population in 32 years.","corrections-and-updates,crime,criminal-justice",eric-holder,Attorney General,"Washington, D.C.",democrat,remarks at the National Press Club
3760,TRUE,"After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.","civil-rights,elections,legal-issues",eric-holder,Attorney General,"Washington, D.C.",democrat,a speech
1773,FALSE,"Says Tommy Thompson favors Obamas health care mandate, was publicly thanked by Obama for health reform support and that Thompson says we cant repeal Obamacare.","health-care,message-machine-2012,public-health",eric-hovde,nan,nan,republican,a radio ad
280,FALSE,"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.","bush-administration,federal-budget,income,transportation",eric-hovde,nan,nan,republican,an interview
530,FALSE,Says Obama health reform law denies millions access to affordable insurance.,"health-care,workers",eric-hovde,nan,nan,republican,a blog post
4257,FALSE,The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.,"energy,oil-spill",eric-johnson,nan,nan,republican,a blog post
3014,TRUE,An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.,"elections,government-regulation",eric-kearney,Minority leader in the Ohio Senate,Ohio,democrat,a speech in the Ohio Senate
3837,FALSE,Republican candidate for governor Nathan Deal explicitly voted to fund abortions ...,"abortion,women",erick-erickson,nan,nan,republican,a blog post
3522,TRUE,Says Donald Trump has supported a Canadian-style universal health care system.,elections,erick-erickson,nan,nan,republican,a column on Redstate.com
2702,FALSE,Say Apples Tim Cook will not do business with Indiana.,"corporations,diversity",erick-erickson,nan,nan,republican,a RedState.com column
647,FALSE,SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,"crime,voting-record",erik-wallin,nan,Rhode Island,republican,a news release
2847,FALSE,Seth Magaziner plans to spend billions more of your money.,"debt,deficit,economy,education,government-efficiency,jobs,message-machine-2014,campaign-advertising,pensions,small-business,state-budget,state-finances,taxes,unions",ernest-almonte,auditor,Rhode Island,independent,a television commercial
1384,TRUE,"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",campaign-finance,esquire-magazine,nan,nan,none,a magazine profile
4717,FALSE,"""Karachi to be separated from Sindh and made a federal territory.""",Current Affairs,Ethnic Group Page,N/A,Sindh,None,Facebook
3334,TRUE,Rhode Island already gets more revenue per capita from gambling than any other state in the country.,"gambling,state-budget",eugene-mckenna,"President, Citizens Concerned About Casino Gambling",Rhode Island,newsmaker,a news story
2247,FALSE,Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.,transportation,eva-galambos,Mayor of Sandy Springs,nan,none,an op-ed
953,TRUE,The fastest-growing part of the Pentagons budget are health care expenses.,"health-care,military",evan-bayh,former governor and senator,Indiana,democrat,"an interview in Concord, N.H."
553,FALSE,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,"criminal-justice,health-care,legal-issues,privacy",evan-feinberg,"President, Generation Opportunity","Washington, D.C.",activist,a Providence Journal commentary
3720,TRUE,The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,environment,evan-goyke,"State Assembly, 18th District",Wisconsin,democrat,a speech
333,FALSE,"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.","elections,ethics",eve-schatelowitz-alcantar,Attorney,Texas,democrat,a response to League of Women Voters of Texas.
2552,TRUE,"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.","county-government,retirement,social-security,workers",ew-jackson,Pastor,Virginia,republican,a debate.
4774,FALSE,"""University of Punjab has been privatized and fees hiked by 500%.""",Education,Facebook Page,N/A,Punjab,None,Facebook
4680,FALSE,"""Maryam Nawaz has been diagnosed with throat cancer and flown to London for emergency surgery.""",Politics,Facebook Page,Opponent,Punjab,None,Facebook
4726,FALSE,"""University of Punjab has been privatized and fees hiked by 500%.""",Education,Facebook Page,N/A,Punjab,None,Facebook
1876,FALSE,Former President George W. Bush and former Vice President Dick Cheney are unable to visit Europe due to outstanding warrants.,"foreign-policy,legal-issues,military,terrorism",facebook-posts,Social media posting,nan,none,a meme on social media
3388,TRUE,The very first meal on the surface of the moon was the Holy Communion.,"history,pop-culture,religion,space",facebook-posts,Social media posting,nan,none,a Facebook post
1456,FALSE,Says Hillary Clinton refuses to testify before Congress about the 2012 attack in Benghazi.,"foreign-policy,terrorism",facebook-posts,Social media posting,nan,none,a meme on social media
1591,TRUE,Fox News uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.,gays-and-lesbians,facebook-posts,Social media posting,nan,none,a Facebook post
3578,FALSE,Gun homicide is down 49 percent in the past 12 years.,guns,facebook-posts,Social media posting,nan,none,a meme on social media
401,FALSE,Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,"candidates-biography,education,elections",facebook-posts,Social media posting,nan,none,a meme
2203,TRUE,"The House of Representatives just voted 300-131 to remove country-of-origin labeling on chicken, pork, and beef sold in the U.S.","agriculture,trade",facebook-posts,Social media posting,nan,none,social media posts.
3409,FALSE,Ted Cruz is in negotiations to be Donald Trumps running mate.,elections,facebook-posts,Social media posting,nan,none,a post and story from Elect Leaders
7,FALSE,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.","federal-budget,military,poverty",facebook-posts,Social media posting,nan,none,a meme on social media
1228,TRUE,"A Texas police department bought an ad telling drug dealers, We can take your competition off the streets for FREE.","crime,criminal-justice,drugs,legal-issues",facebook-posts,Social media posting,nan,none,a Snopes.com tweet recapping a Facebook post
552,FALSE,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,elections,facebook-posts,Social media posting,nan,none,a post on Facebook
1596,TRUE,"In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.",guns,facebook-posts,Social media posting,nan,none,on Facebook
1821,FALSE,"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.","drugs,marijuana",facebook-posts,Social media posting,nan,none,a graphic on the Internet
1134,FALSE,Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,"crime,elections,guns",facebook-posts,Social media posting,nan,none,a Facebook post
81,FALSE,"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnsons Great Society.","children,families,marriage,poverty",facebook-posts,Social media posting,nan,none,a meme on the Internet
31,FALSE,A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border.,"civil-rights,immigration,privacy,technology",facebook-posts,Social media posting,nan,none,a Facebook post
3345,FALSE,Illegal immigrants mow the grass around the (Texas) Capitol.,"economy,immigration,jobs",facebook-posts,Social media posting,nan,none,a Facebook comment
215,FALSE,22 Countries Invaded by the U.S. in 20 Years.,"foreign-policy,military,terrorism",facebook-posts,Social media posting,nan,none,viral posts on the Internet
3723,FALSE,"Fox admits they lie and, under the First Amendment, have the right to lie or deliberately distort news reports on public airwaves.","civil-rights,corporations,ethics,food-safety,pundits,transparency",facebook-posts,Social media posting,nan,none,posts on Facebook
1812,FALSE,Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.,"corporations,economy,labor,occupy-wall-street,workers",facebook-posts,Social media posting,nan,none,"postings on Facebook, blogs, and social-media sites"
4268,FALSE,75 percent of the Obamacare tax falls on the middle class.,"health-care,message-machine-2012,taxes",facebook-posts,Social media posting,nan,none,on the Internet
1501,FALSE,"For every one job created under the Obama administration, 75 people went on food stamps.","economy,hunger,jobs,poverty",facebook-posts,Social media posting,nan,none,a meme on social media
770,TRUE,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.",congress,facebook-posts,Social media posting,nan,none,a meme on social media
3878,FALSE,Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.,"guns,history",facebook-posts,Social media posting,nan,none,a meme on social media
4012,TRUE,"In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!","elections,florida-amendments,redistricting",fair-districts-florida,nan,Florida,organization,on the Fair Districts Florida website
4656,FALSE,"""Government has passed a law removing the right of appeal in all murder cases.""",Law,Fake Lawyer,N/A,Federal,None,Facebook Live
4623,FALSE,"""Government has passed a law removing the right of appeal in all murder cases.""",Law,Fake Lawyer,N/A,Federal,None,Facebook Live
4667,FALSE,"""Gilgit-Baltistan has been merged into Kashmir as a single state.""",Politics,Fake Map,N/A,GB,None,Facebook
4634,FALSE,"""Gilgit-Baltistan has been merged into Kashmir as a single state.""",Politics,Fake Map,N/A,GB,None,Facebook
4802,FALSE,"""Gold price in Pakistan drops by Rs. 50,000 per tola in a single day.""",Gold,Fake News,N/A,Federal,None,Facebook
4754,FALSE,"""Gold price in Pakistan drops by Rs. 50,000 per tola in a single day.""",Gold,Fake News,N/A,Federal,None,Facebook
4564,FALSE,"""Joe Biden has signed an executive order banning all Pakistani student visas.""",Immigration,Fake News Site,N/A,International,None,Website
4713,FALSE,"""Pakistan has officially joined the BRICS alliance as a permanent member.""",Current Affairs,Fake News Site,N/A,International,None,Website
4610,FALSE,"""Pashto language has been banned in private schools in Peshawar.""",Culture,Fake Notification,N/A,KPK,None,Twitter (X)
4798,FALSE,"""Government is demonetizing the 5000 Rupee currency note from next week.""",Economy,Fake Notification,N/A,Federal,None,Social Media
4770,FALSE,"""Winter vacations in Sindh have been extended until February 15th, 2025 due to cold wave.""",Education,Fake Notification,N/A,Sindh,None,Facebook
